sentiment,comments 
-1,This is a small mobile home which is ok for two people. However it is very much in need of a good clean and some renovation. Chipped crockery isn't very nice and mildew in the shower room make it unpleasant to use. The drain blocked during our short stay and Reinhart seemed reluctant to deal with it. After a second request he did. And then we were left with no hot water and we were unable to get a response from Reinhart. He  never acknowledged our email about this problem. He didn't make personal contact with us at any stage. I was very disappointed with our stay. The pictures and reviews led me to believe it would be cute and cosy with a helpful host. I cannot recommend this place
1,"Losif very hospitable and jovial host, we were happy to stay with him. We settled in just a few hours, so we did not have time to look for other places. During this special thank you. The morning was tasty breakfast :)"
-1,"I recommend you not to go with airbnb- it is a scam - they have no real service and you will find yourself with no stuck with bed house no airbnb service!!!
First and last time with airbnb"
-1,"I would like to meet with the host in person, not with a third-party, who was representing the host. I have a feeling that the host even not living in the city and relies on the services hired by him.
The apartment is nice, beautifully furnished, but the description was not accurate. It is a ""look-out"" basement, not a ground floor apartment, which was very disappointing. We were forced to step down six steps every time in order to enter the apartment.
We weren't able to use the provided very complicated ""media center"" instead of a simple system to watch a local news on TV.  The laptop pictured in the photo was missing.
The bathroom did not have a tub, which is an expected amenity compared to the suggested price."
1,"Anna was extremely welcoming, albeit a bit wary of bringing people into her space. Due to her past bad experiences she only wants to bring people who will respect her house and her space. This place is not for people who want to party.

Living there was great. We were close to everything. Anna was great with communication.

I wish her the best for her Holiday."
0,"First of all it's not a room, Its a single bed in an office in a shop front with shutters covering the windows. Secondly the address Mirab provided was fake and it turned out to be a KFC restaurant. Once arriving at the KFC address and waiting over an hour for Mirab to reply I was asked take a bus 10 minutes away and meet his cousin at the bus stop at half past 3. I got there at half past 3 and after waiting for an hour decided to leave. I was eventually picked up by Mirabs cousin at 9pm that night. 

Bed and the toilet were both clean and there is cooking facilities and fridge. Mirabs cousin is a decent guy good to speak to."
1,"Nick and Olga were great hosts; friendly, approachable and extremely helpful. 

Their place is also conveniently located near a metro stop, with convenience stores and restaurants nearby. Their apartment was also very clean and neat, and the beds were excellent :).

Would definitely stay with them again if we come back to Amsterdam. Thanks alot Nick and Olga!"
1,"This is a very cool and pretty apartment with a great patio. The bedroom in the back is very quiet and opens onto the patio. It is very well situated with many shops and restaurants, as well as public transportation. Thanks Timo"
1,"I stayed here for 5 days at the end of April with four of my girlfriends.  The apartment is in a great location.  The market on the street below is very cool to peruse and shop.  Lots of great restaurants nearby (Bazaar was very good with a cool atmosphere but very slow.  The Thai restaurant was quite nice.)  The metro stop is a quick 5 minute walk through the market (longer if you're like me and can't resist stopping to look at all the interesting goods for sale!).  Vondelpark and the museum district are a nice stroll away.  

The apartment is very bright and airy which is nice.  The living room and dining area were ideal for us to hang out and converse.  There was plenty of room for the 5 of us though we did have to double up on beds.  We didn't run out of hot water so that was nice.

Bed situation: 1 decent queen in a room with 1 slanty twin bed that wasn't the best, 1 decent double bed in a room with another not so great twin bed and 1 mattress pad in a ""loft"" that only a young boy would want to attempt climbing up to.

Alisa & Piet were out of town so we were greeted by Matthys who thankfully took our heavy luggage up the very narrow and steep set of 4 stairs to the apartment.  He was very friendly and helpful, showed us around the apartment and had some nice recommendations on things to do.  The welcome bottle of wine was a nice touch.

The not-so-good:  as some have mentioned, the pictures must be old.  The furniture and bedding is definitely on the shabby side - not awful though and the bedding smelled fresh and clean.  Something in the kitchen/bathroom area smelled like sewage the whole time we were there.  I think there is a plumbing issue.  The kitchen is pretty sparse on utensils, glasses and plates, so keep that in mind if you're planning on doing any cooking.  The bathroom upstairs is open with just a shower curtain so privacy is an illusion.  Bathroom noises travel into the bedrooms easily.

All said, it was worth the price and I would stay there again."
-1,"Bad experience. There were several problems that occurred. First of all, the indicated address was not right. I called them, but as they wouldn't answer the call, it took me an additional half hour to find the place. 
Then I realized that they wouldn't sleep in the same apartment. They rented the 3 rooms and left the apartment. Then I realized that the bedding sheets had not been washed. There was some sort of fluid dried out and hardened on the sheets. I called them, and they told me that I should simply take out the dirty sheet and sleep on the mattress protection. But that was dirty too at the same spot. Then I convinced myself to sleep on the dirty sheets, but I couldn't because a noisy party started on the flat just above. At 4 am,  the heating was so hot that we needed to open the windows. I slept very little during the night and was very tired the next day. "
1,"I spent my last day at the Pirate Ship Hostel after a week in Amsterdam and had a great experience. It was the exact relaxing atmosphere and serene surroundings that I needed after a week in the city. One of Hali's workers, Christoph, greeted me upon my arrival and showed me around. He was very welcoming and I really enjoyed talking with him. I would definitely recommend this for travelers looking for accommodations off the beaten path. My only warning would be that I stayed here in October and it was awfully cold at night, even with the sleeping bag and blankets provided on board. I would suggest coming earlier in the summer season or at least come prepared to sleep in layers."
0,"One week vacation on Mario's boat.  Wanted to live a ""different"" experience.  Maybe it was not for us.   The boat is spacious and pictures do represent what you get.  In our case (this is important and is only following our own experience there), we lived through painfully noisy nights (no sleep or very little).  I guess the gooses or ducks in the canal were in full ""spring"" season and kept us awake.  There was also a motor that look like it was under the bedroom oppposite to the kitchen and kept banging a whole night.  As others have said, the shower is also a bit special.

Some things also need a bit more cleaning concentration, coffee pot, glass in the bathroom, etc.

All in all, not a bad experience at all.  Max was very polite and helpfull.  In the final analisys, my remark would be if you like the basic summer (water and sewer pump, etc) home type of thing, this might be for you.      "
1,"Overall we had a fantastic stay.

We arrived an hour later than expected, and Ewa was friendly and accommodating, despite our being tardy! 

The apartment is very nice, and the space is well organised, making it feel larger and more spacious. 

We were worried about the bed, as sometimes sofa beds can be awful, but it was really really comfy!!

The toilet and shower aren't in a separate room, and have a curtain across them. As a couple this wasn't an issue at all, and it says this in the bio too, but just to reiterate that you want to be comfortable with the person you're going with! 

Ewa was great at staying in touch, any time I had a question she replied straight away.

The apartment was very hot, as its on the fourth floor - Amsterdam was unusually hot (30C) when we visited, but just something to be aware of. 

Someone on the floor below us did leave a bag of rubbish in the corridor for two days. In the heat, the smell got so bad that we moved it on the third day! Of course, there's nothing Ewa could have done about this, but just to note it. 

The fridge either didn't work or just wasn't powerful enough, as our milk went off after about a day, so we started buying ice to keep things cold. Not an issue at all if you don't plan to get perishable food :)

We had a great time. Ewa recommended renting bikes, which was brilliant advice. The apartment is 20 minutes cycle from the city centre, and right beside a beautiful park. There's also a few restaurants close by if you don't want to travel far. 

Thanks so much Ewa, we had a lovely holiday."
1,"with my friend really liked the place, like on the picture. Carolina was away during our short stay, but her friend Nnanna was very friendly, showed us amsterdam and night life, we had really nice stay there, the place is not that far from centre and there is a minute away bus day and night, which is nice. We recomend the stay there."
1,"From the moment we booked the apartment we knew we had booked the perfect place! Eveline was incredibly attentive throughout and made us feel at ease. Her apartment is PERFECT. She has seriously thought of everything and it is so comfortable and homely. The apartment is situated in a really great area near to shops for food shopping and also the number 7 tram outside takes you straight in to Amsterdam itself.

We cannot thank her more - fantastic host gorgeous property what more can we ask for! "
-1,"The check-in process is bad and you need to pick up your keys from a business 5 minutes walk from the central train station even if you aren't traveling by train. The pick-up location is roughly a 15 min cab ride or 35-40 min walk to the airbnb. We had expected a personal check-in but this wasn't the case. 

Our wifi was also broken 30 minutes after we arrived and we couldn't use it the remainder of our stay because it was never repaired although we communicated it frequently to our host. This was our biggest issue, because we rely on wifi to plan our days and communicate back home. It really hurt our Amsterdam experience.

The location is wonderful and in a nice part of town near the center, but not too touristy.

I put service and communication above all else when choosing an airbnb. The reviews of this place are excellent and that's why we decided to stay. We feel really disappointed in the service and support during our stay, which is what we value so much about our stays in airbnb. We will consider other accommodation options after this experience.

Michael & Katie"
-1,"VERY BAD EXPERIENCE! First of all, the stairs to the building is a nightmare!!! We all know that stairs in Amsterdam are steep and narrow but for this one, you literally need to climb!!! Not walk.
Also, Peter, the host, who seemed like a nice guy before, never met us, we never saw him. After we entered the place we realized that some things are not as we discussed, so I called Peter and he said he will call me back in 1 hour. Never called. The day after I called him again, he said he will call me back after checking the email conversation (apparently you don't email with Peter, you communicate with someone who works for him, so he doesn't have any idea whats going on) and I had to call him again to get a response from him.  This apartment was VERY POOR AND NOT SATISFACTORY!!! I RECOMMEND THAT YOU DO NOT STAY HERE. ITS NOT LIKE HOW IT LOOKS ON THE PHOTOS."
-1,"My stay at the Shiren house was difficult especially at sleeping time. The hostess kept the thermostat located in her living room at the temperature of  19-20 °. Despite having asked 3 nights in a row for Shiren to raise the temperature, she explained that if she increased it, she would not be able to sleep. It was a very bad experience."
0,"This spot is in a great location. I loved being close to the park and several restaurants. However, a few things to know. The room is advertised as a private room. It is in a home and getting to the room is in a shared hallway. At one point during our stay someone walked into our room without knocking. It is important to keep the door locked at all times. Additionally the toilet was in a shared hallway but when advertised it seemed as though it was in the room and private. The shower area was in our room and private. There are also very steep stairs getting up into the room so if you have any sort conditions making it difficult to climb stairs I would not recommend staying here. Overall I felt underwhelmed but it did not negatively impact my experience in Amsterdam. If you don't want to spend a lot of time in the airbnb and want to stay in a great location then I would recommend this."
1,The Bedroom space is good and the bed is quite big and good. The place is five minutes walking from the central station. Very well located. You can’t expect a quit place since there are a lot of bars and restaurants beside it. Yuray was a very good host.
1,"We were very comfortable in your (website hidden) was very tidy and clean. We left it as well as we found it. We had everything we needed for a nice stay. It was a pity we couldn't enjoy your garden, the weather was awful those days. If we ever go back to Amsterdan we will be pleased to book at Reinhart's again.

"
1,"The place is really nice, we passed a good night, we're close to central station ( and the center of the city by extension) and the reception was really nice too :) Its a good place you can go in!"
-1,"A man nammed Sammy gave us the key to the appartment. A really short and quick tour of the appartment was given. He asked us if we had any questions and I couldn't think of any while he was here. 
When I was booking this appartment (I must of wrongly understood and read) I thought this appartment would have 2 bedrooms as it was writen in French ""2 chambres"". There is actually 1 real bedroom and 1 livingroom where there is a small sofa bed. I assure you that not big people can fit in... the top of the bed is hard wood and the matress is short (less than 1m60 long) and it lays right above the floor.
The big sofa was covered by cat hair so people who are allergic be aware of that ...
The restrooms were really smelly even if they seemed clean. The fridge was also smelly.
We couldn't find any products to clean the restrooms.. the appartment was really empty. There were no soap except the one for dish washing. 


At least the appartment is in a really good area ""de Pijp"". Everything and everywhere is walkable from this appartment to the touristic places in de Pijp. The tram number 4 is less than 5 min walk and it goes straight to central."
-1,"The house was awfully dirty. We found rat droppings in the kitchen. Really bad. Have lots of pictures. Shower doesn't work, sheets dirty and so pillows"
1,"Great apartment, centrally located but not in the touristic area. Within  walking distance of shops, and the city center if you like walking. Spacious, nicely decorated with a roof terrace. All  necessary information concerning the use of kitchen appliances and equipments  is printed out and the host welcomed us with a bottle of red wine. We had a great stay there and we enjoyed Amsterdam very much. "
-1,"As a longtime AirBnB user it has finally happened: my first terrible experience on AirBnB where I felt as unwelcome as water in a leaking ship. Now it's clear to me why the host is the most important part of the AirBnb experience. I've stayed with hosts whose properties were much older with much less wanna-be design elements, but who provided an experience like no other: caring, friendly, polite and accommodating. As one can see from our reviews, we take our responsibility as AirBnB guests extremely serious, always stay civil in communications and take excellent care of the properties we stay in as if they were our own. 

- This host should not rent out her place on AirBnB if she is THIS squeamish about normal wear and tear. There are no surfaces in the apartment to hang or place things like keys, jewelry, books, purses so I put them on the dining table which elicited a barrage via email on how the (IKEA) table would be scratched.

- Even though I cleaned up a stain that this host was adamant would not come out, she still reported it with old pictures from before I removed the stain in order to tack on the deposit to the rental fees. Her communication about this during my stay was downright rude (onbeschoft is the word in Dutch) as if I smeared her walls with excrement. Totally uncalled for. 

- The bedding smelled awful, so I had to wash it and while washing it pulled out another comforter out of the closet to cover while sleeping. No good. Another scathing remark via email.

- There is zero cellphone reception inside and very poor wi-fi connectivity. 

- There were perishables in the fridge that didn't smell too nice. 

- When I suggested to do a walk-through together before check-out she refused to accommodate at a time that would work for me so I wouldn't miss my flight, again via a quite pedantic email, but proceeded to enter the apartment without my knowledge the night before. 

The location is alright, however, there are much better ones in Amsterdam that are just as calm, but don't require the extra time to and from the Centraal Station and where you can walk to a bar, restaurant, park or other interesting activity that is key to Amsterdam city life. This neighborhood is suburbia.
If you insist on staying in this location, make sure you find another property with an experienced and amenable AirBnb host. "
0,"Location is good, and the flat is modern, however the undergroud bedroom heating system was not working in addition to the relevant bathroom. ( flooded ) 
Additionally, the stairs to reach the flat and inside the apartment are awful. 

Overall, the flat is overpriced taking into consideration that only half of the facilities were used ( only 1 bedroom and bathroom)"
0,Evertything ok! Bed was awful though!
-1,"Small basement apartment (no kitchen) in central location, as shown in listing. What you can't tell from the listing is you hear every word and movement from the tenants on the main floor as if they were in the same room as you, like having roomates.  If you intend on sleeping that will be contingent on what they're up to, and they like to party.  The bathroom is also pretty gross. I've used airbnb throughout Europe and live in a townhouse at home so I'm used to hearing neighbors but this was pretty awful"
1,"Thomas and his apartment were all around great. We got out of a booking we found out to be a scam last minute and Thomas was more than happy to make room for us. Warm and welcoming, he gave great tips and made sure we were more than comfortable during our stay in Amsterdam! The apartment (with some steep, but fun stairs) was in a great spot, close to the buses and canals. Can’t recommend this place enough!"
1,We had a lovely stay. The apartment is beautiful and filled with so many personal touches. The neighbourhood is lovely and quiet at night but restaurants and grocery stores are still close within walking distance. We would highly recommend booking here! 
1,"We had a very pleasant stay. The apartment is very nice, the surroundings are very beautiful and it's very close to the bus stop. We found that the location was ideal: away from the crowded and noisy center, but still easy enough to get there by bus (20 minutes). 

One thing that bothered us was the bed: the mattress is quite old and uncomfortable. Other thing that could be improved is the shower. 

Apart from those details, we had a great time and we would definitely recommend it. "
1,Imani is very nice and kind and the house is beautiful and cleaned!!! The neighborhood is quite and nice!! I would suggest this place!!
1,"Staying with Ana was great! She was really Nice, her apartment was clean and there was milk, cereal, tea and water in our room! She let us use everything we needed and helped us a lot. She gave us a map with Ferry timetables and restaurants. We had Some pretty bad experience with other Airbnbs, but this one was really awesome! Si if you are going to Amsterdam you Should stay with lovely Ana:)"
1,"Tjeerds house is in a really lovely area. Really easy to get anywhere in Amsterdam from there.
Also Tjeerd was by far the best host i had to date :)"
1,Sander was very responsive and flexible (my flight delayed and he handed over the keys personally still later that day). The apartment is very nice and clean. Great for 1-2 persons who are looking to spend time in Amsterdam. Can only recommend this place. 
1,"The location is convenient and the living arrangement is lovely and comfortable. We also appreciate the laminated map (with the boat picture) to direct our walk to the destination, as well as the Welcome Manual that included instructions for the washer/dryer..and restaurants and super market.
We did have a fun dining experience at Semo Sabo Indonesian restaurant. But would not recommend the Mexican Burrito to anyone. Although the service was commendible, the meal (fajitas for two) was disappointing.
We did cook dinner and breakfast, so it was nice to have the spacious galley and seasonings in the drawer. The kitchen is well stocked for vacationers, and everything worked.
Other than the pictures and description when considering accommodations, the washer was the reason we chose this Classy Houseboat, since this is a month journey. We were thrilled that it also has a dryer!
We really regretted leaving this floting hotel. It was a memorable experience! 
Very organized and thorough pre- and during correspondence, and easy check-out. A Definite Must!"
1,"The trip to Amsterdam was a special treat to my boyfriend for his birthday and he was left speechless. The houseboat was a gorgeous place to stay in Amsterdam, very characteristic, very picturesque. Magnificent. I couldn't have made a better choice. And even though the weather was awful-cold,windy and rainy -10C in the end of July, we felt great on the houseboat.  Klaas was very helpful and hospitable, made us feel at home. I highly recommend this to anyone who wants to go beyond the experience of a usual vacation."
-1,"We were a little disappointed by this B&B, considering the relative hight price and the offer.
The reception with Riks was kind, but globally very minimalist : only contact at the arrival for few minutes explanations and delivery of keys. 
Our room was very small (shower room +Wc in it too) for two, and we missed place for luggages and things.
Also the breakfast/buffet, to prepare yourself, could be more well-kept with some better products quality (jam, ham, bread). 
Good points : the situation in the area is very practical and attractive, nice old house, the kitchen is really a nice large room with canal view."
1,Great location in a nice neighborhood. Walked from central Amsterdam and back!
1,The room is really cosy and the appartment very nice. The pictures are very truthfull and the garden is great. The area is very relaxed and quiet but close to the center (buses run all night and during the day several buses serve the area). Carolina was away for the period we were over but Nnanna was very helpful and kind. I recommend this place for sure!
-1,"Overall very bad experience due to several reasons! 
1. In the pictures Rosie shows almost her whole house but actually the spaces where you can really go are only the small room with the bed and the bathroom.
2. The bathroom was not private and we had to share it with other people!
3. When we arrived, she didn`t even come to welcome us downstairs but let us come up all alone where we met her in her kitchen...
4. The first thing she did when we arrived was explaining the strict house rules in a very rude and uncomfortable way, we felt like little kids listening to the teacher. Actually she should know that I am a very good AirBNB user if she took a look at my reviews.
5. The worst thing was that she called me one day before to say I had to pay her 18 EUR extra cash because Airbnb made a mistake. Of course I said that I didn`t accept that as Airbnb is super correct. After that I told her I don`t want to come anymore because I felt like it was a scam.. But she convinced me to still come as she understood my point.
6. On the day we had to leave she send me several messages to tell me that I had to leave on time. She even came in the room when we were still there without knocking on the door! After that she came up again to see if we were packing or not.. Completely crazy and we felt not comfortable at all knowing that we were not late at all leaving the airbnb! 

Overall I felt like she tried to control everything and her way of communication was very straight and rude. My girlfriend didn`t have a comfortable trip in Amsterdam all because of her so I strongly recommend Airbnb to have a talk with her and I really don`t understand how she can have good reviews... Her behaviour didn`t match with the reviews that I read before. And she had no reason to act like that as I am a regular Airbnb user with only good reviews!"
1,"Imany was really nice! We enjoyed staying at her place.

The only thing is that apartment is a bit far from center."
-1,The shower was completely clogged up and the host did nothing to solve the problem. The kitchen stuff were all dirty and there wasn't even a clean sponge to wash the dishes. The radiator was broken and even though we notified the host several times of all of these problems she did nothing. This was truly awful and we want our asking price back. You/the firm or what ever it is you run should we prohibited of renting out this boat. 4 people did not get to shower in FIVE days on the boat!!! We had to check into a hotel to be able to use their shower. 
1,"I had the most pleasure to have come across a most welcoming and nice host - and his stunning apartment in Joordan.  Rene was very helpful and considerate of my requests.  The apartment was very clean, spacious and well-appointed - with fresh flowers and fruits from Rene.  I was sincerely touched.   Very comfortable bed, fluffy pillows and clean sheets.  The location is unbeatable, the apartment's in a most desirable neighborhood close to all conveniences.  I highly recommend!  And Rene, thanks!"
1,great apartment very near to the center nice hosting :) would come back of course!
0,"This apartment was honestly great in most parts. 

Location is amazing. 
The place itself was very nice and comfortable. 
Everything you need is close by and a perfect place to stay if you are visiting Amsterdam on vacation. 

On the negative side 

The stairs in the building and to get to the unit are simply terrible. Very narrow, small and curving steps. Not easy at all to go up or down, especially with luggage. 

The wifi signal was awful. The renter clearly has another unit in the building that he rents out. I assumed that the wifi router is in that other unit, because I could not find it and the wifi signal was stronger at the bottom floor of the building than my unit on the top (4th) floor. This makes it difficult to do work or access internet if you rely on wifi signal. 

Other than those 2 factors, everything else was just fine. 
I would stay again, but not for as much $. The place is very simple and doesn't have any reason that it is close to 200$ per night. "
-1,well located quit location but price-performance ratio far below average.  If you consider the Bellamyplein to stay you will be far better of at the hotel 50m away for this Price.
-1,"Awful. Place was dirty and smelly. No sheets, I slept in the sofa with the hoodie on because of the dirt. There is"
1,"We enjoy the place. Even the host wasn't there when we arrived, It Was very simple to us to get to the apartment. It was very easy to go downtown and the kitchen Was very well equiped. We also like that there had Bluetooth for the music"
0,"A lovely little apartment in a good location. We loved the ambiance and the little balcony. The steps to get up and down are typical Dutch, small steps and very steep which was fun with bags. Our disappointment was that we could not get the washing machine to wash and dry as it was meant. Despite reporting this, no one came to fix it, so there was much hand washing, and the lovely little balcony was used to dry clothes.Had the machine worked, or been fixed, everything would have been great. "
1,"Really cool flat! Beautiful balcony, nice decoration, beautiful touches, real airbnb experience. Good location, quiet area with easy access to the city center by tram. Highly recommended and if I plan to come to Amsterdam again I would definitely stay at Anouk’s place!"
1,"It was an absolute delight to be hosted by Astrid. Her house was in a quiet and clean neighborhood. She welcomed us to her beautiful and tidy house. We were offered tea or coffee and our room was fully equipped with everything we needed. The bathroom was also equipped and sparkling clean. 

She quickly reacted to all of our requests and was always smiling. 

I will recommend her! 
"
0,"The house was very central, room was very nice, shower was really good. 

Only thing I didn't realize is that there's not a front door for the flat so you only lock your bedroom door so it's not really a full apartment as guests stay in the other room across the hall so it's more of a room to stay in.

A small fridge to keep food in, balcony would be lovely in the summer and very close to both Vondel and Rembrandtpark. Close to food shops and restaurants. The bikes were great to have.

Biggest downfall is Wifi was awful, could barely ever connect and even when I could connect it was very slow and cut out a lot.

I'd reccomend for the location as long as you're not reliant on Wifi"
1,"I had a great moment in Amsterdam, Thea's mother gave me good advices about the metro, tram.. And it helped me a lot not to be lost. The district they live in is safe and very beautiful, that was a real pleasure ! Yet, be careful at the airport, take the Time to check bus and trains for the centraal station (i had a bad experience with a taxi..). Just Enjoy Dam and have fun ! :) "
1,"Judit's studio was a great place to stay for several days. It's self-contained so you can make your own food and look after yourself. There is a supermarket across the street for all food and essentials. (Otherwise there's not much shopping nearby.) It's not too small and has a big picture window and a balcony so it doesn't feel crowded like some studios do. It's on the edge of Amsterdam so 15-20 min by bus to Centraal Station, or a good 20-30 minute cycle which is a good way to get some exercise. If cycling you take the ferry across the IJ, which is a nice way to slow down at the end of the day. Judit (and her sister) were very friendly and helpful. They live elsewhere but not far away. Overall a good place to stay if you don't want to be right in the centre of Amsterdam.     "
-1,"Apartment was hosted by bnbmanager, a 3rd party business, and not the apartment's owner, Martijn.

bnbmanager's service is awful and inaccessable to turists. The only way to reach them is by landline phone, which costs a lot of money."
-1,"This particular bnb was overpriced, as much as a decent hotel per night.   Half of the asking price would have been reasonable.  Apart from a good living room with nice views, there were many problems. The second room, described as twin bedded, is in fact a very small storage room with a noisy boiler in it and no room to stand at all if the second  bed is unfolded. Both beds were only suitable for children. This was very disappointing as the host knew we were 2 adult friends wanting, (and prepared to pay for),  separate bedrooms as well as a shared living room. The bedsheet in the main bedroom was awful (stretch nylon mesh), and there were many features of the bathroom (blocked sink, dismal lighting, many missing mosaic tiles, broken shower head) that needed radical attention and remediation.   The overall impression was that this was an attempt to make money without regard for service.   The advertising is  misleading.   Go to a hotel, or find a more scrupulous and responsible home-owner."
0,"Good place but the reception was awful, just as the wifi. Also they only spoke Spanish and Portuguese."
1,A nice night of stay! Emil is such a caring host that looks out for you from the minute of arrival. Comfy room in a quiet neighborhood away from the city but convenient via public transportation. Good times:)  
1,Great place. Surrounded by many shops and restaurants and a dog park!
1,"Andrea was an excellent host. She made us feel welcome for the entirety of our stay. In fact, before we arrived, she gave us some helpful tips and pointers about Amsterdam. On arrival, she was very warm and had lots of information about the area and things to do in and around Amsterdam. She even noticed that we were tired and weary after our early start and fed us almost immediately on very tasty Dutch cheese (with cumin inside!) and bread.
 
The room was as described – very comfortable, clean and it felt like our own place at times! It was really helpful to have use of wifi and access to the fridge to store breakfast and other food for our trips to the centre. The beds were comfortable and it made our luggage lighter knowing that Andrea would provide us with everything we needed for a good night’s slumber! J
 
The neighbourhood was interesting – a suburb of Amsterdam – easily commutable in about 20-30 minutes to most attractions (the Metro station was within five minutes’ walk and trains were very regular, running til late). The area itself was fairly urban, although Andrea’s flat was adjacent to wide open green spaces and cycle routes, which I imagine would be great to explore in the summer (though the weather in mid-February was too cold for us to fully exploit this).
 
Overall, our stay in Amsterdam couldn’t have been better, so thanks to Andrea for contributing!"
1,Location was excellent! A little noisy with the other guests but wasn’t too bad at all! The host was very helpful and friendly and they were very quick to respond. All in all a good stay - thank you !!
-1,"This was the first bad experience I had with Airbnb and it was pretty bad!  The trip was a birthday surprise, I chose a sunny, airy, pleasant 1 bedroom apartment and it was all the contrary.  The photos were completely misleading.  It was a dim studio that was poorly lit and dingy (among other things, mangled venetian blinds, light fixtures that didn’t turn on, one with 5 lights that only had one bulb in). 
The place was overfilled with personal stuff including shoes in corners, coat racks over piled with coats and nowhere to put ours, a large bag of dirty laundry in the cramped corner alongside the toilet in a tiny bathroom so dark you could barely see yourself in the mirror.  We were given 6” of hanging space and a tiny shelf to put our things in a closet that was stuffed to the gills.  The thermostat was fixed at 16 degrees.  You could raise heat but it would reset at 16 which meant you both woke up and came home to a cold house.   The situation was depressing and colored our 4 days in Amsterdam.   I’m sorry to report this, because the host could not have been kinder or more helpful and available with suggestions, but I wish someone else had written this and I had known about it."
-1,"DO NOT RECOMMEND DEALING WITH THESE HOSTS

They tried to scam us complaining about an emergency box being damaged that none of us ever came into contact with. Hosts complained about issues that were not present to try and scam us out of money. We paid a cleaning fee and still done the cleaning ourselves to which the host still complained and tried to get more money out of us. The list goes on with the many complaints we have about the apartment such as no fire alarm, blocked drains, builders from as early as 6am (not mentioned by host), hot water was very temperamental, dusty and dirty in more than a few places, bugs found in the bedroom, loud music until 3am from neighbouring bars that we were not warned about, Wi-Fi never worked for any of us on either our mobile devices or laptop, TV had poor signal so was rendered useless, ZERO basic amenities included, awful odour from the fridge which lingered throughout the whole lounge. This is the first terrible experience I’ve had after using Airbnb consistently for several years. My friends and I would strongly recommend against staying in this apartment or dealing with these scamming hosts."
1,"Great apartment and great location! Ronald is a very helpful, available  and organized host. Strongly recommended."
1,Very comfortable apartment. So nice there. All the time again. Perfekt is the right word.
1,"This place was amazing. At first we thought we were going to be far from the city center but it turned out to be very near and a much beautiful location. It had many restaurants, supermarkets, cafés, etc. 
The bedroom was very nice with several amenities such as coffee maker, kettle, hair dryer, among others. And the hospitality was awesome, they are a super nice Dutch couple that knows everything worthwhile knowing. They let us came before the check-in hour, lend us some cutlery and plates, rent us bikes at a very good price, and gave us a lot of tips to get to know the city. 
The only but of this place, is that the bathroom is divided, hence you have handwasher and shower in suite, but the toilette (which is private) is outside the bedroom in a share space with the owners. It wasn’t a bad experience or anything like that, but I think is good to let you know."
-1,"I just left Yvonne's house,me and 3 more friends of mine and we had a very bad experience in this house.When we arrived at the house we were expected from an Yvonne's friend.When we get into the house we realised that it was beneath of our (email hidden) the pictures the house looks better and bigger.The second day  of our holiday we found RATS.We tried to contact with Yvonne but she was abroad and she didn't answer her (website hidden),we had to buy (email hidden) the time we left it,it had rats.I strongly don't recomment it.Even all these,Amsterdam was great,i suggest it to everyone.Also,airbnb was very supportive.I hope that i was very enlighting about this appartment. 
and if anyone wants to rent it,BE CAREFUL."
1,Hi. Hilde’s space was great and decorative. I felt right at home and my host was able to communicate with me in a timely manner. I enjoyed  my stay and everything seemed so close. I would definitely recommend this place for your trip here.
1,"I like to recommended to anyone, firstly this my first time book Airbnb I thought it would be a issue where my friend had bad experiences. I travel a lot staying at 5 star hotel. Around the world . The hospitality from Stephen and property you can’t ask for more. Anyone visit Amsterdam look up for this property.  Thank you Stephen I which I can stay longer."
-1,"Terrible bed! 
The apartment is comfortable and, even far from the city center is nice. 
However, the bed is awful! There are two different mattress and it so soft, our back hurt those days.
The apartment is rent by an agency, with more than 40 entrances on friday, so arranging the check in schedule and reaching the host on bussy days is difficult."
1,"Great area, lively neighbourhood, lovely houseboat. Would stay again. "
1,"Pam's home in Nord is absolutely lovely! Perfect for a couple. The neighborhood could not be more adorable, and even from the furthest part of town only about a 30€ cab fare. (The weather was awful, so we took cabs more than we normally would.) however, public transport, walking, or cycling are all great options to get into the city center as well. I've already recommended this place to several friends planning on weekends I'm Amsterdam. Thank you, Pam!"
1,"the room is cute as the description, and it's easy to reach from the airport and central station.
we had a pleasant stay there."
